content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
mantap sangat membantu sekali,5,1,1.0.3,2020-10-07 07:44:53,,,"['mantap', 'sangat', 'membantu', 'sekali']","['mantap', 'membantu']","['mantap', 'bantu']",mantap bantu
bagus,5,0,1.0.2,2020-08-13 23:45:16,,,['bagus'],['bagus'],['bagus'],bagus
bagus sih tapi tidak ada info pergantian bus jadi kode apa dan warna apa sebaiknya warna rute disesuaikan dgn icon bus yg berjalan dan warns di rute bus jadi terlihat ganti bus,4,3,1.0.2,2020-07-19 15:20:52,,,"['bagus', 'sih', 'tapi', 'tidak', 'ada', 'info', 'pergantian', 'bus', 'jadi', 'kode', 'apa', 'dan', 'warna', 'apa', 'sebaiknya', 'warna', 'rute', 'disesuaikan', 'dgn', 'icon', 'bus', 'yg', 'berjalan', 'dan', 'warns', 'di', 'rute', 'bus', 'jadi', 'terlihat', 'ganti', 'bus']","['bagus', 'info', 'pergantian', 'kode', 'warna', 'warna', 'rute', 'disesuaikan', 'dgn', 'icon', 'berjalan', 'warns', 'rute', 'ganti']","['bagus', 'info', 'ganti', 'kode', 'warna', 'warna', 'rute', 'sesuai', 'dgn', 'icon', 'jalan', 'warns', 'rute', 'ganti']",bagus info ganti kode warna warna rute sesuai dgn icon jalan warns rute ganti
berguna membantu,5,0,1.0.2,2020-05-31 10:30:19,,,"['berguna', 'membantu']","['berguna', 'membantu']","['guna', 'bantu']",guna bantu
tolong dibenahi lagi untuk rute yang dari utara jl suryowijayan tidak belok kiri ke jalan mt haryono tapi lurus ke jl bantul,4,1,1.0.2,2020-04-13 04:02:26,"Terima kasih atas masukan anda , Tim kami akan segera memperbaiki.",2020-06-25 05:43:32,"['tolong', 'dibenahi', 'lagi', 'untuk', 'rute', 'yang', 'dari', 'utara', 'jl', 'suryowijayan', 'tidak', 'belok', 'kiri', 'ke', 'jalan', 'mt', 'haryono', 'tapi', 'lurus', 'ke', 'jl', 'bantul']","['tolong', 'dibenahi', 'rute', 'utara', 'jl', 'suryowijayan', 'belok', 'kiri', 'jalan', 'mt', 'haryono', 'lurus', 'jl', 'bantul']","['tolong', 'benah', 'rute', 'utara', 'jl', 'suryowijayan', 'belok', 'kiri', 'jalan', 'mt', 'haryono', 'lurus', 'jl', 'bantul']",tolong benah rute utara jl suryowijayan belok kiri jalan mt haryono lurus jl bantul
bisa ekespasi waktu,5,0,1.0.2,2020-03-29 15:05:35,,,"['bisa', 'ekespasi', 'waktu']",['ekespasi'],['ekespasi'],ekespasi
ibuku bekerja di transjogja transjogja loh,5,0,,2020-03-29 10:36:20,,,"['ibuku', 'bekerja', 'di', 'transjogja', 'transjogja', 'loh']","['ibuku', 'loh']","['ibu', 'loh']",ibu loh
sangat berguna apalagi kalau bisa dilengkapi dengan fitur e pay dari aplikasi,5,0,1.0.2,2020-03-06 06:08:39,"Terima kasih atas masukan anda , Kami jadikan masukan untuk pengembangan ke managemen TJI.",2020-06-25 05:45:12,"['sangat', 'berguna', 'apalagi', 'kalau', 'bisa', 'dilengkapi', 'dengan', 'fitur', 'e', 'pay', 'dari', 'aplikasi']","['berguna', 'dilengkapi', 'fitur', 'e', 'pay', 'aplikasi']","['guna', 'lengkap', 'fitur', 'e', 'pay', 'aplikasi']",guna lengkap fitur e pay aplikasi
very good tapi mohon di perbanyak portable atau terminalnya masih merasa kesulitan,5,0,,2020-03-04 01:56:39,,,"['very', 'good', 'tapi', 'mohon', 'di', 'perbanyak', 'portable', 'atau', 'terminalnya', 'masih', 'merasa', 'kesulitan']","['very', 'good', 'mohon', 'perbanyak', 'portable', 'terminalnya', 'kesulitan']","['very', 'good', 'mohon', 'banyak', 'portable', 'terminal', 'sulit']",very good mohon banyak portable terminal sulit
alhamdulillah setelah di update bus nya jalanjaya terus transjogja transjogja tapi untuk jalur masih ada yg keliru juga,5,0,,2020-03-02 23:45:11,bisa di informasikan untuk Rute ( Jalur ) mana saja yang masih ada kesalahan ( by email : punggawa@nginovasi.com ),2020-06-25 05:48:03,"['alhamdulillah', 'setelah', 'di', 'update', 'bus', 'nya', 'jalanjaya', 'terus', 'transjogja', 'transjogja', 'tapi', 'untuk', 'jalur', 'masih', 'ada', 'yg', 'keliru', 'juga']","['alhamdulillah', 'update', 'jalanjaya', 'jalur', 'keliru']","['alhamdulillah', 'update', 'jalanjaya', 'jalur', 'keliru']",alhamdulillah update jalanjaya jalur keliru
rute bus nya mohon agar menampilkan juga nomer bus nya misal dari jec mau ke bethesda naik bus nomer berapa,3,0,1.0.2,2020-02-20 13:42:15,"terima kasih informasinya , kami akan menambahkan walkthrough pada aplikasi untuk petunjuk penggunaan aplikasi",2020-06-25 05:49:58,"['rute', 'bus', 'nya', 'mohon', 'agar', 'menampilkan', 'juga', 'nomer', 'bus', 'nya', 'misal', 'dari', 'jec', 'mau', 'ke', 'bethesda', 'naik', 'bus', 'nomer', 'berapa']","['rute', 'mohon', 'menampilkan', 'nomer', 'jec', 'bethesda', 'nomer']","['rute', 'mohon', 'tampil', 'nomer', 'jec', 'bethesda', 'nomer']",rute mohon tampil nomer jec bethesda nomer
dibenahi untuk bus tidak bergerak kemudian delay antara bus bergerak dengan map untuk secara umum sudah bagus untuk jalur sebelas kurang tpb pasar telo terimakasih,5,1,1.0,2020-02-07 08:50:10,"terima kasih kak saran nya , silahkan update aplikasi nya dengan menggunakan versi terbaru",2020-06-25 05:52:15,"['dibenahi', 'untuk', 'bus', 'tidak', 'bergerak', 'kemudian', 'delay', 'antara', 'bus', 'bergerak', 'dengan', 'map', 'untuk', 'secara', 'umum', 'sudah', 'bagus', 'untuk', 'jalur', 'sebelas', 'kurang', 'tpb', 'pasar', 'telo', 'terimakasih']","['dibenahi', 'bergerak', 'delay', 'bergerak', 'map', 'bagus', 'jalur', 'sebelas', 'tpb', 'pasar', 'telo', 'terimakasih']","['benah', 'gerak', 'delay', 'gerak', 'map', 'bagus', 'jalur', 'sebelas', 'tpb', 'pasar', 'telo', 'terimakasih']",benah gerak delay gerak map bagus jalur sebelas tpb pasar telo terimakasih
saran aja kalau bisa warna tulisan untuk keterangan ini bus apa diganti sesuai warna titik bus nya tidak merah semua biar kalau ada titik bus yang bertabrakan itu kita bisa tahu salah klik atau tidak misal titik bus jalur tabrakan sama nah pas mau klik no pop up yg muncul warna hitam terimakasih pak pengembang semoga saran saya diterima dan dapat dipahami dg baik,5,17,1.0,2020-02-05 12:39:03,"terima kasih saran masukan nya , segera kami diskusikan dengan TJI .",2020-06-25 05:53:16,"['saran', 'aja', 'kalau', 'bisa', 'warna', 'tulisan', 'untuk', 'keterangan', 'ini', 'bus', 'apa', 'diganti', 'sesuai', 'warna', 'titik', 'bus', 'nya', 'tidak', 'merah', 'semua', 'biar', 'kalau', 'ada', 'titik', 'bus', 'yang', 'bertabrakan', 'itu', 'kita', 'bisa', 'tahu', 'salah', 'klik', 'atau', 'tidak', 'misal', 'titik', 'bus', 'jalur', 'tabrakan', 'sama', 'nah', 'pas', 'mau', 'klik', 'no', 'pop', 'up', 'yg', 'muncul', 'warna', 'hitam', 'terimakasih', 'pak', 'pengembang', 'semoga', 'saran', 'saya', 'diterima', 'dan', 'dapat', 'dipahami', 'dg', 'baik']","['saran', 'warna', 'tulisan', 'keterangan', 'diganti', 'sesuai', 'warna', 'titik', 'merah', 'biar', 'titik', 'bertabrakan', 'salah', 'klik', 'titik', 'jalur', 'tabrakan', 'pas', 'klik', 'no', 'pop', 'up', 'muncul', 'warna', 'hitam', 'terimakasih', 'pengembang', 'semoga', 'saran', 'diterima', 'dipahami', 'dg', 'baik']","['saran', 'warna', 'tulis', 'terang', 'ganti', 'sesuai', 'warna', 'titik', 'merah', 'biar', 'titik', 'tabrak', 'salah', 'klik', 'titik', 'jalur', 'tabrak', 'pas', 'klik', 'no', 'pop', 'up', 'muncul', 'warna', 'hitam', 'terimakasih', 'kembang', 'moga', 'saran', 'terima', 'paham', 'dg', 'baik']",saran warna tulis terang ganti sesuai warna titik merah biar titik tabrak salah klik titik jalur tabrak pas klik no pop up muncul warna hitam terimakasih kembang moga saran terima paham dg baik
sangat membantu untuk mengetahui kedatangan bus,5,0,1.0,2020-02-04 16:11:09,,,"['sangat', 'membantu', 'untuk', 'mengetahui', 'kedatangan', 'bus']","['membantu', 'kedatangan']","['bantu', 'datang']",bantu datang
work banget sih wajar laah kalo banyak kendala masi baru jugak semangat dan kembangkan,5,0,1.0,2020-01-31 11:23:42,terima kasih kak.,2020-06-25 05:54:10,"['work', 'banget', 'sih', 'wajar', 'laah', 'kalo', 'banyak', 'kendala', 'masi', 'baru', 'jugak', 'semangat', 'dan', 'kembangkan']","['work', 'banget', 'wajar', 'laah', 'kendala', 'masi', 'jugak', 'semangat', 'kembangkan']","['work', 'banget', 'wajar', 'laah', 'kendala', 'mas', 'jugak', 'semangat', 'kembang']",work banget wajar laah kendala mas jugak semangat kembang
inovasi pelayanan,5,0,,2020-01-30 12:38:28,,,"['inovasi', 'pelayanan']","['inovasi', 'pelayanan']","['inovasi', 'layan']",inovasi layan
install lihat instruksi harus login uninstall,5,1,,2020-01-30 08:57:06,,,"['install', 'lihat', 'instruksi', 'harus', 'login', 'uninstall']","['install', 'lihat', 'instruksi', 'login', 'uninstall']","['install', 'lihat', 'instruksi', 'login', 'uninstall']",install lihat instruksi login uninstall
update tji,4,1,1.0,2020-01-29 15:26:20,,,"['update', 'tji']","['update', 'tji']","['update', 'tji']",update tji
bintang dulu yaa karena masih ada beberapa bus yg salah jalur disempurnakan ya min l,4,1,1.0,2020-01-29 13:10:46,"siap kak , terima kasih atas masukan nya.",2020-06-25 05:54:35,"['bintang', 'dulu', 'yaa', 'karena', 'masih', 'ada', 'beberapa', 'bus', 'yg', 'salah', 'jalur', 'disempurnakan', 'ya', 'min', 'l']","['bintang', 'yaa', 'salah', 'jalur', 'disempurnakan', 'min', 'l']","['bintang', 'yaa', 'salah', 'jalur', 'sempurna', 'min', 'l']",bintang yaa salah jalur sempurna min l
