content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_cleaned,content_cleaned_stopwords,tokens,clean_tokens,stemmed_tokens,final_text,text_length,score_label
saya emang suka naik bus tran jogja karena lebih asik bisa ke mana pun aq pergi,5,0,2.2.1,2024-08-19 12:06:50,,,saya emang suka naik bus tran transjogja karena lebih asik bisa ke mana pun aq pergi,emang suka bus tran transjogja asik aq pergi,"['saya', 'emang', 'suka', 'naik', 'bus', 'tran', 'transjogja', 'karena', 'lebih', 'asik', 'bisa', 'ke', 'mana', 'pun', 'aq', 'pergi']","['emang', 'suka', 'bus', 'tran', 'transjogja', 'asik', 'aq', 'pergi']","['emang', 'suka', 'bus', 'tran', 'transjogja', 'asik', 'aq', 'pergi']",emang suka bus tran transjogja asik aq pergi,8,Positive
burik,3,0,2.2.1,2024-08-17 12:32:08,,,burik,burik,['burik'],['burik'],['burik'],burik,1,Neutral
payah banget pelayanannya petugas gak ngasih tau klo naiknya gak lewat halte mana bis nya jarang banget pengalaman naik dari madukismo 6a turun ngabean mo naik 3a ke gedongkuning ternyata bis gak brenti di halte tapi sebelum halte padahal udah nanya ke petugasnya alhasil mlongo di halte pas bis hanya lewat doang.,1,8,2.2.1,2024-07-24 01:05:23,,,payah banget pelayanannya petugas tidak ngasih tahu kalau naiknya tidak lewat halte mana bus nya jarang banget pengalaman naik dari madukismo a turun ngabean mo naik a ke gedongkuning ternyata bus tidak brenti di halte tapi sebelum halte padahal udah nanya ke petugasnya alhasil mlongo di halte pas bus hanya lewat doang,payah banget pelayanannya petugas ngasih naiknya halte bus jarang banget pengalaman madukismo a turun ngabean mo a gedongkuning bus brenti halte halte udah nanya petugasnya alhasil mlongo halte pas bus doang,"['payah', 'banget', 'pelayanannya', 'petugas', 'tidak', 'ngasih', 'tahu', 'kalau', 'naiknya', 'tidak', 'lewat', 'halte', 'mana', 'bus', 'nya', 'jarang', 'banget', 'pengalaman', 'naik', 'dari', 'madukismo', 'a', 'turun', 'ngabean', 'mo', 'naik', 'a', 'ke', 'gedongkuning', 'ternyata', 'bus', 'tidak', 'brenti', 'di', 'halte', 'tapi', 'sebelum', 'halte', 'padahal', 'udah', 'nanya', 'ke', 'petugasnya', 'alhasil', 'mlongo', 'di', 'halte', 'pas', 'bus', 'hanya', 'lewat', 'doang']","['payah', 'banget', 'pelayanannya', 'petugas', 'ngasih', 'naiknya', 'halte', 'bus', 'jarang', 'banget', 'pengalaman', 'madukismo', 'a', 'turun', 'ngabean', 'mo', 'a', 'gedongkuning', 'bus', 'brenti', 'halte', 'halte', 'udah', 'nanya', 'petugasnya', 'alhasil', 'mlongo', 'halte', 'pas', 'bus', 'doang']","['payah', 'banget', 'layan', 'tugas', 'ngasih', 'naik', 'halte', 'bus', 'jarang', 'banget', 'alam', 'madukismo', 'a', 'turun', 'ngabean', 'mo', 'a', 'gedongkuning', 'bus', 'brenti', 'halte', 'halte', 'udah', 'nanya', 'tugas', 'alhasil', 'mlongo', 'halte', 'pas', 'bus', 'doang']",payah banget layan tugas ngasih naik halte bus jarang banget alam madukismo a turun ngabean mo a gedongkuning bus brenti halte halte udah nanya tugas alhasil mlongo halte pas bus doang,31,Negative
petugas halte bandara tidak ramah,1,0,2.2.1,2024-07-22 23:16:17,,,petugas halte bandara tidak ramah,petugas halte bandara ramah,"['petugas', 'halte', 'bandara', 'tidak', 'ramah']","['petugas', 'halte', 'bandara', 'ramah']","['tugas', 'halte', 'bandara', 'ramah']",tugas halte bandara ramah,4,Negative
"untuk rute"" bus ny tidak lengkap contoh ny rute 1a/2a tidak ada di dalam rute aplikasi",1,1,,2024-07-19 03:40:13,,,untuk rute bus nya tidak lengkap contoh nya rute a a tidak ada di dalam rute aplikasi,rute bus lengkap contoh rute a a rute aplikasi,"['untuk', 'rute', 'bus', 'nya', 'tidak', 'lengkap', 'contoh', 'nya', 'rute', 'a', 'a', 'tidak', 'ada', 'di', 'dalam', 'rute', 'aplikasi']","['rute', 'bus', 'lengkap', 'contoh', 'rute', 'a', 'a', 'rute', 'aplikasi']","['rute', 'bus', 'lengkap', 'contoh', 'rute', 'a', 'a', 'rute', 'aplikasi']",rute bus lengkap contoh rute a a rute aplikasi,9,Negative
"aplikasinya error, tidak bisa marker bis. aplikasi sudah terupdate tapi tetap tidak bisa",1,3,2.2.1,2024-07-16 07:22:22,,,aplikasi error tidak bisa marker bus aplikasi sudah terupdate tapi tetap tidak bisa,aplikasi error marker bus aplikasi terupdate,"['aplikasi', 'error', 'tidak', 'bisa', 'marker', 'bus', 'aplikasi', 'sudah', 'terupdate', 'tapi', 'tetap', 'tidak', 'bisa']","['aplikasi', 'error', 'marker', 'bus', 'aplikasi', 'terupdate']","['aplikasi', 'error', 'marker', 'bus', 'aplikasi', 'terupdate']",aplikasi error marker bus aplikasi terupdate,6,Negative
sempat error dikit,5,0,,2024-07-16 06:28:47,,,sempat error dikit,error dikit,"['sempat', 'error', 'dikit']","['error', 'dikit']","['error', 'dikit']",error dikit,2,Positive
tolong update rute trans jogja tadi liat ada bus 1a tapi tidak ada di aplikasi informasinya ada juga yang bus k2 k1 tapi tidak ada informasi rute busnya,5,1,,2024-07-11 12:27:21,,,tolong update rute transjogja transjogja tadi lihat ada bus a tapi tidak ada di aplikasi informasinya ada juga yang bus k k tapi tidak ada informasi rute bus,tolong update rute transjogja transjogja lihat bus a aplikasi informasinya bus k k informasi rute bus,"['tolong', 'update', 'rute', 'transjogja', 'transjogja', 'tadi', 'lihat', 'ada', 'bus', 'a', 'tapi', 'tidak', 'ada', 'di', 'aplikasi', 'informasinya', 'ada', 'juga', 'yang', 'bus', 'k', 'k', 'tapi', 'tidak', 'ada', 'informasi', 'rute', 'bus']","['tolong', 'update', 'rute', 'transjogja', 'transjogja', 'lihat', 'bus', 'a', 'aplikasi', 'informasinya', 'bus', 'k', 'k', 'informasi', 'rute', 'bus']","['tolong', 'update', 'rute', 'transjogja', 'transjogja', 'lihat', 'bus', 'a', 'aplikasi', 'informasi', 'bus', 'k', 'k', 'informasi', 'rute', 'bus']",tolong update rute transjogja transjogja lihat bus a aplikasi informasi bus k k informasi rute bus,16,Positive
"sudah bagus, masukan saya apa bisa diberi notifikasi suara kedatangan bus sekitar 1km menuju halte terdekat saya agar bisa mengambil ancang2. utk saya yg didaerah yg armadanya sedikit kadang kaget bis tiba2 sudah berangkat setelah istirahat & menunggu waktu agak lama. terimakasih transjogja",4,4,2.2.1,2024-07-10 07:46:05,,,sudah bagus masukan saya apa bisa diberi notifikasi suara kedatangan bus sekitar km menuju halte terdekat saya agar bisa mengambil ancang untuk saya yang didaerah yang armadanya sedikit kadang kaget bus tiba sudah berangkat setelah istirahat menunggu waktu agak lama terimakasih transjogja,bagus masukan notifikasi suara kedatangan bus km halte terdekat mengambil ancang didaerah armadanya kadang kaget bus berangkat istirahat menunggu terimakasih transjogja,"['sudah', 'bagus', 'masukan', 'saya', 'apa', 'bisa', 'diberi', 'notifikasi', 'suara', 'kedatangan', 'bus', 'sekitar', 'km', 'menuju', 'halte', 'terdekat', 'saya', 'agar', 'bisa', 'mengambil', 'ancang', 'untuk', 'saya', 'yang', 'didaerah', 'yang', 'armadanya', 'sedikit', 'kadang', 'kaget', 'bus', 'tiba', 'sudah', 'berangkat', 'setelah', 'istirahat', 'menunggu', 'waktu', 'agak', 'lama', 'terimakasih', 'transjogja']","['bagus', 'masukan', 'notifikasi', 'suara', 'kedatangan', 'bus', 'km', 'halte', 'terdekat', 'mengambil', 'ancang', 'didaerah', 'armadanya', 'kadang', 'kaget', 'bus', 'berangkat', 'istirahat', 'menunggu', 'terimakasih', 'transjogja']","['bagus', 'masuk', 'notifikasi', 'suara', 'datang', 'bus', 'km', 'halte', 'dekat', 'ambil', 'ancang', 'daerah', 'armada', 'kadang', 'kaget', 'bus', 'berangkat', 'istirahat', 'tunggu', 'terimakasih', 'transjogja']",bagus masuk notifikasi suara datang bus km halte dekat ambil ancang daerah armada kadang kaget bus berangkat istirahat tunggu terimakasih transjogja,21,Positive
"kadang nge bug, posisi semua bus stuck ga gerak ditunggu sampe 5 menit pun",1,1,,2024-07-09 10:13:55,,,kadang nge bug posisi semua bus stuck tidak gerak ditunggu sampai menit pun,kadang nge bug posisi bus stuck gerak ditunggu menit,"['kadang', 'nge', 'bug', 'posisi', 'semua', 'bus', 'stuck', 'tidak', 'gerak', 'ditunggu', 'sampai', 'menit', 'pun']","['kadang', 'nge', 'bug', 'posisi', 'bus', 'stuck', 'gerak', 'ditunggu', 'menit']","['kadang', 'nge', 'bug', 'posisi', 'bus', 'stuck', 'gerak', 'tunggu', 'menit']",kadang nge bug posisi bus stuck gerak tunggu menit,9,Negative
jalur 11 sdikit jdi bintang 1,1,0,2.2.1,2024-06-24 08:36:53,,,jalur sdikit jdi bintang,jalur sdikit jdi bintang,"['jalur', 'sdikit', 'jdi', 'bintang']","['jalur', 'sdikit', 'jdi', 'bintang']","['jalur', 'sdikit', 'jdi', 'bintang']",jalur sdikit jdi bintang,4,Negative
"aplikasi pagi2 ngelag, pdhl dibutuhin bgt",1,0,2.2.1,2024-06-20 23:01:37,,,aplikasi pagi ngelag pdhl dibutuhin banget,aplikasi pagi ngelag pdhl dibutuhin banget,"['aplikasi', 'pagi', 'ngelag', 'pdhl', 'dibutuhin', 'banget']","['aplikasi', 'pagi', 'ngelag', 'pdhl', 'dibutuhin', 'banget']","['aplikasi', 'pagi', 'ngelag', 'pdhl', 'dibutuhin', 'banget']",aplikasi pagi ngelag pdhl dibutuhin banget,6,Negative
sangat menbantu banget terimakasih . sama kasih info 1a. kapan akan tiba di halte terimkasih banyak,5,0,2.2.1,2024-06-15 08:26:38,,,sangat menbantu banget terimakasih sama kasih info a kapan akan tiba di halte terimkasih banyak,menbantu banget terimakasih kasih info a halte terimkasih,"['sangat', 'menbantu', 'banget', 'terimakasih', 'sama', 'kasih', 'info', 'a', 'kapan', 'akan', 'tiba', 'di', 'halte', 'terimkasih', 'banyak']","['menbantu', 'banget', 'terimakasih', 'kasih', 'info', 'a', 'halte', 'terimkasih']","['menbantu', 'banget', 'terimakasih', 'kasih', 'info', 'a', 'halte', 'terimkasih']",menbantu banget terimakasih kasih info a halte terimkasih,8,Positive
masih perlu di coba untuk meyakinkan pelanggan setia bus trans jogja,4,0,2.2.1,2024-05-27 14:14:27,,,masih perlu di coba untuk meyakinkan pelanggan setia bus transjogja transjogja,coba pelanggan setia bus transjogja transjogja,"['masih', 'perlu', 'di', 'coba', 'untuk', 'meyakinkan', 'pelanggan', 'setia', 'bus', 'transjogja', 'transjogja']","['coba', 'pelanggan', 'setia', 'bus', 'transjogja', 'transjogja']","['coba', 'langgan', 'setia', 'bus', 'transjogja', 'transjogja']",coba langgan setia bus transjogja transjogja,6,Positive
"sangat membantu, saya bisa mengetahui lokasi bus saya secara real-time dan sangat bermanfaat bagi yang tidak mau terlalu lama menunggu di halte",5,0,2.2.1,2024-05-21 22:39:44,,,sangat membantu saya bisa mengetahui lokasi bus saya secara real time dan sangat bermanfaat bagi yang tidak mau terlalu lama menunggu di halte,membantu lokasi bus real time bermanfaat menunggu halte,"['sangat', 'membantu', 'saya', 'bisa', 'mengetahui', 'lokasi', 'bus', 'saya', 'secara', 'real', 'time', 'dan', 'sangat', 'bermanfaat', 'bagi', 'yang', 'tidak', 'mau', 'terlalu', 'lama', 'menunggu', 'di', 'halte']","['membantu', 'lokasi', 'bus', 'real', 'time', 'bermanfaat', 'menunggu', 'halte']","['bantu', 'lokasi', 'bus', 'real', 'time', 'manfaat', 'tunggu', 'halte']",bantu lokasi bus real time manfaat tunggu halte,8,Positive
"tolong untuk di update aplikasinya. info rute tidak sinkron, jalur 12 sudah tidak tersedia sedangkan di peta integritas masih ada. marker bus juga belum terpantau semua. selebihnya sudah oke",4,1,2.2.1,2024-05-21 19:25:42,,,tolong untuk di update aplikasi info rute tidak sinkron jalur sudah tidak tersedia sedangkan di peta integritas masih ada marker bus juga belum terpantau semua selebihnya sudah oke,tolong update aplikasi info rute sinkron jalur tersedia peta integritas marker bus terpantau selebihnya oke,"['tolong', 'untuk', 'di', 'update', 'aplikasi', 'info', 'rute', 'tidak', 'sinkron', 'jalur', 'sudah', 'tidak', 'tersedia', 'sedangkan', 'di', 'peta', 'integritas', 'masih', 'ada', 'marker', 'bus', 'juga', 'belum', 'terpantau', 'semua', 'selebihnya', 'sudah', 'oke']","['tolong', 'update', 'aplikasi', 'info', 'rute', 'sinkron', 'jalur', 'tersedia', 'peta', 'integritas', 'marker', 'bus', 'terpantau', 'selebihnya', 'oke']","['tolong', 'update', 'aplikasi', 'info', 'rute', 'sinkron', 'jalur', 'sedia', 'peta', 'integritas', 'marker', 'bus', 'pantau', 'lebih', 'oke']",tolong update aplikasi info rute sinkron jalur sedia peta integritas marker bus pantau lebih oke,15,Positive
"baguss sekalii, aplikasi nya sangat membantu memantau bis",5,0,,2024-05-20 08:34:22,,,bagus sekali aplikasi nya sangat membantu memantau bus,bagus aplikasi membantu memantau bus,"['bagus', 'sekali', 'aplikasi', 'nya', 'sangat', 'membantu', 'memantau', 'bus']","['bagus', 'aplikasi', 'membantu', 'memantau', 'bus']","['bagus', 'aplikasi', 'bantu', 'pantau', 'bus']",bagus aplikasi bantu pantau bus,5,Positive
tidak berguna,1,0,,2024-05-13 10:11:00,,,tidak berguna,berguna,"['tidak', 'berguna']",['berguna'],['guna'],guna,1,Negative
bagus untuk cek bus trans jogja sampai dimana,5,0,2.2.1,2024-05-07 16:50:45,,,bagus untuk cek bus transjogja transjogja sampai dimana,bagus cek bus transjogja transjogja dimana,"['bagus', 'untuk', 'cek', 'bus', 'transjogja', 'transjogja', 'sampai', 'dimana']","['bagus', 'cek', 'bus', 'transjogja', 'transjogja', 'dimana']","['bagus', 'cek', 'bus', 'transjogja', 'transjogja', 'mana']",bagus cek bus transjogja transjogja mana,6,Positive
akurat,5,0,2.2.1,2024-04-25 10:06:54,,,akurat,akurat,['akurat'],['akurat'],['akurat'],akurat,1,Positive
manteb sih... semoga diperluas lagi jaringannya smpai pantai selatan. paris. samas. pantai baru...,5,0,2.2.1,2024-04-20 08:31:24,,,manteb sih semoga diperluas lagi jaringannya smpai pantai selatan paris samas pantai baru,manteb semoga diperluas jaringannya smpai pantai selatan paris samas pantai,"['manteb', 'sih', 'semoga', 'diperluas', 'lagi', 'jaringannya', 'smpai', 'pantai', 'selatan', 'paris', 'samas', 'pantai', 'baru']","['manteb', 'semoga', 'diperluas', 'jaringannya', 'smpai', 'pantai', 'selatan', 'paris', 'samas', 'pantai']","['manteb', 'moga', 'luas', 'jaring', 'smpai', 'pantai', 'selatan', 'paris', 'samas', 'pantai']",manteb moga luas jaring smpai pantai selatan paris samas pantai,10,Positive
"alhamdulillah, lumayan terbantu melihat posisi bus, yang mana fitur itu tidak ada di google maps. sempat bingung ada rute yang tidak muncul, tanya kondektur, ternyata caranya dibalik aja arah rutenya. mantap deh, sukses terus trans jogja ",5,13,2.2.1,2024-04-14 09:07:44,,,alhamdulillah lumayan terbantu melihat posisi bus yang mana fitur itu tidak ada di google maps sempat bingung ada rute yang tidak muncul tanya kondektur ternyata caranya dibalik saja arah rutenya mantap deh sukses terus transjogja transjogja,alhamdulillah lumayan terbantu posisi bus fitur google maps bingung rute muncul kondektur dibalik arah rutenya mantap sukses transjogja transjogja,"['alhamdulillah', 'lumayan', 'terbantu', 'melihat', 'posisi', 'bus', 'yang', 'mana', 'fitur', 'itu', 'tidak', 'ada', 'di', 'google', 'maps', 'sempat', 'bingung', 'ada', 'rute', 'yang', 'tidak', 'muncul', 'tanya', 'kondektur', 'ternyata', 'caranya', 'dibalik', 'saja', 'arah', 'rutenya', 'mantap', 'deh', 'sukses', 'terus', 'transjogja', 'transjogja']","['alhamdulillah', 'lumayan', 'terbantu', 'posisi', 'bus', 'fitur', 'google', 'maps', 'bingung', 'rute', 'muncul', 'kondektur', 'dibalik', 'arah', 'rutenya', 'mantap', 'sukses', 'transjogja', 'transjogja']","['alhamdulillah', 'lumayan', 'bantu', 'posisi', 'bus', 'fitur', 'google', 'maps', 'bingung', 'rute', 'muncul', 'kondektur', 'balik', 'arah', 'rute', 'mantap', 'sukses', 'transjogja', 'transjogja']",alhamdulillah lumayan bantu posisi bus fitur google maps bingung rute muncul kondektur balik arah rute mantap sukses transjogja transjogja,19,Positive
"sangat membantu sekali aplikasinya, untuk kedepannya opsi pembayarannya lebih diperbanyak lagii",5,0,2.2.1,2024-04-07 12:04:02,,,sangat membantu sekali aplikasi untuk kedepannya opsi pembayarannya lebih diperbanyak lagi,membantu aplikasi kedepannya opsi pembayarannya diperbanyak,"['sangat', 'membantu', 'sekali', 'aplikasi', 'untuk', 'kedepannya', 'opsi', 'pembayarannya', 'lebih', 'diperbanyak', 'lagi']","['membantu', 'aplikasi', 'kedepannya', 'opsi', 'pembayarannya', 'diperbanyak']","['bantu', 'aplikasi', 'depan', 'opsi', 'bayar', 'banyak']",bantu aplikasi depan opsi bayar banyak,6,Positive
"informasi tidak akurat dan malah menyesatkan, mencari tujuan tidak ada malah yang selalu muncul nama tempat di daerah lain, bahkan sumatra.",2,1,2.2.1,2024-03-27 05:48:24,,,informasi tidak akurat dan malah menyesatkan mencari tujuan tidak ada malah yang selalu muncul nama tempat di daerah lain bahkan sumatra,informasi akurat menyesatkan mencari tujuan muncul nama daerah sumatra,"['informasi', 'tidak', 'akurat', 'dan', 'malah', 'menyesatkan', 'mencari', 'tujuan', 'tidak', 'ada', 'malah', 'yang', 'selalu', 'muncul', 'nama', 'tempat', 'di', 'daerah', 'lain', 'bahkan', 'sumatra']","['informasi', 'akurat', 'menyesatkan', 'mencari', 'tujuan', 'muncul', 'nama', 'daerah', 'sumatra']","['informasi', 'akurat', 'sesat', 'cari', 'tuju', 'muncul', 'nama', 'daerah', 'sumatra']",informasi akurat sesat cari tuju muncul nama daerah sumatra,9,Negative
.akhir2 ini aplikasi justru sering eror atau lemot dalam membaca rute atau untuk memantau maps bus...harus bolak balik keluar aplikasi untuk dapat menggunakanya.mohon diperbaiki agar penumpang dapat memaksimalkan layanan transjogja.,2,0,2.2.1,2024-03-27 00:29:10,,,akhir ini aplikasi justru sering error atau lemot dalam membaca rute atau untuk memantau maps bus harus bolak balik keluar aplikasi untuk dapat menggunakanya mohon diperbaiki agar penumpang dapat memaksimalkan layanan transjogja,aplikasi error lemot membaca rute memantau maps bus bolak aplikasi menggunakanya mohon diperbaiki penumpang memaksimalkan layanan transjogja,"['akhir', 'ini', 'aplikasi', 'justru', 'sering', 'error', 'atau', 'lemot', 'dalam', 'membaca', 'rute', 'atau', 'untuk', 'memantau', 'maps', 'bus', 'harus', 'bolak', 'balik', 'keluar', 'aplikasi', 'untuk', 'dapat', 'menggunakanya', 'mohon', 'diperbaiki', 'agar', 'penumpang', 'dapat', 'memaksimalkan', 'layanan', 'transjogja']","['aplikasi', 'error', 'lemot', 'membaca', 'rute', 'memantau', 'maps', 'bus', 'bolak', 'aplikasi', 'menggunakanya', 'mohon', 'diperbaiki', 'penumpang', 'memaksimalkan', 'layanan', 'transjogja']","['aplikasi', 'error', 'lot', 'baca', 'rute', 'pantau', 'maps', 'bus', 'bolak', 'aplikasi', 'menggunakanya', 'mohon', 'baik', 'tumpang', 'maksimal', 'layan', 'transjogja']",aplikasi error lot baca rute pantau maps bus bolak aplikasi menggunakanya mohon baik tumpang maksimal layan transjogja,17,Negative
bus ramah anak. free utk anak di bawah 5 tahun.. perjalanan enjoy sangat,5,0,2.2.1,2024-03-26 10:03:12,,,bus ramah anak fre untuk anak di bawah tahun perjalanan enjoy sangat,bus ramah anak fre anak perjalanan enjoy,"['bus', 'ramah', 'anak', 'fre', 'untuk', 'anak', 'di', 'bawah', 'tahun', 'perjalanan', 'enjoy', 'sangat']","['bus', 'ramah', 'anak', 'fre', 'anak', 'perjalanan', 'enjoy']","['bus', 'ramah', 'anak', 'fre', 'anak', 'jalan', 'enjoy']",bus ramah anak fre anak jalan enjoy,7,Positive
"lemot, padahal sinyal lancar tapi loadingnya lama, tulisannya tidak ada internet, padahal kuota masih banyak dan kadang harus keluar masuk untuk supaya bisa reload",2,1,2.2.1,2024-03-21 05:22:50,,,lemot padahal sinyal lancar tapi loadingnya lama tulisannya tidak ada internet padahal kuota masih banyak dan kadang harus keluar masuk untuk supaya bisa reload,lemot sinyal lancar loadingnya tulisannya internet kuota kadang masuk reload,"['lemot', 'padahal', 'sinyal', 'lancar', 'tapi', 'loadingnya', 'lama', 'tulisannya', 'tidak', 'ada', 'internet', 'padahal', 'kuota', 'masih', 'banyak', 'dan', 'kadang', 'harus', 'keluar', 'masuk', 'untuk', 'supaya', 'bisa', 'reload']","['lemot', 'sinyal', 'lancar', 'loadingnya', 'tulisannya', 'internet', 'kuota', 'kadang', 'masuk', 'reload']","['lot', 'sinyal', 'lancar', 'loadingnya', 'tulis', 'internet', 'kuota', 'kadang', 'masuk', 'reload']",lot sinyal lancar loadingnya tulis internet kuota kadang masuk reload,10,Negative
good transportation public,5,0,,2024-02-28 10:21:15,,,good transportation public,good transportation public,"['good', 'transportation', 'public']","['good', 'transportation', 'public']","['good', 'transportation', 'public']",good transportation public,3,Positive
bagus,5,0,2.2.1,2024-02-26 03:07:14,,,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,1,Positive
"terimakasih trans jogja, tolong tambahkan rute isi yogyakarta, tembi, rs panembahan senopati, dan ganjuran bambanglipuro",5,0,2.2.1,2024-02-23 02:01:21,,,terimakasih transjogja transjogja tolong tambahkan rute isi yogyakarta tembi rs panembahan senopati dan ganjuran bambanglipuro,terimakasih transjogja transjogja tolong tambahkan rute isi yogyakarta tembi rs panembahan senopati ganjuran bambanglipuro,"['terimakasih', 'transjogja', 'transjogja', 'tolong', 'tambahkan', 'rute', 'isi', 'yogyakarta', 'tembi', 'rs', 'panembahan', 'senopati', 'dan', 'ganjuran', 'bambanglipuro']","['terimakasih', 'transjogja', 'transjogja', 'tolong', 'tambahkan', 'rute', 'isi', 'yogyakarta', 'tembi', 'rs', 'panembahan', 'senopati', 'ganjuran', 'bambanglipuro']","['terimakasih', 'transjogja', 'transjogja', 'tolong', 'tambah', 'rute', 'isi', 'yogyakarta', 'tembi', 'rs', 'panembahan', 'senopati', 'ganjur', 'bambanglipuro']",terimakasih transjogja transjogja tolong tambah rute isi yogyakarta tembi rs panembahan senopati ganjur bambanglipuro,14,Positive
